,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
8547,153593,INF740KA1WG8,INF740KA1WH6,DSP Nifty Healthcare Index Fund - Direct - IDCW,10.433,2025-07-04
8548,153594,INF740KA1WF0,-,DSP Nifty Healthcare Index Fund - Direct- Growth,10.433,2025-07-04
8549,153592,INF740KA1WC7,-,DSP Nifty Healthcare Index Fund - Regular - Growth,10.4298,2025-07-04
8550,153595,INF740KA1WD5,INF740KA1WE3,DSP Nifty Healthcare Index Fund - Regular - IDCW,10.4298,2025-07-04
8551,153590,INF740KA1WL8,-,DSP Nifty IT Index Fund - Direct - Growth,10.0449,2025-07-04
8552,153591,INF740KA1WM6,INF740KA1WN4,DSP Nifty IT Index Fund - Direct - IDCW,10.0449,2025-07-04
8553,153588,INF740KA1WI4,-,DSP Nifty IT Index Fund - Regular - Growth,10.0418,2025-07-04
8554,153589,INF740KA1WJ2,INF740KA1WK0,DSP Nifty IT Index Fund - Regular - IDCW,10.0418,2025-07-04
8555,150428,INF740KA1RB9,-,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth,15.2441,2025-07-04
8556,150429,INF740KA1RC7,INF740KA1RD5,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW,14.4815,2025-07-04
8557,150427,INF740KA1QY3,-,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth,14.9571,2025-07-04
8558,150430,INF740KA1QZ0,INF740KA1RA1,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW,14.1963,2025-07-04
8559,146381,INF740KA1MG9,-,DSP Nifty Next 50 Index Fund - Direct Plan - Growth,26.972,2025-07-04
8560,146382,INF740KA1MH7,INF740KA1MI5,DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,23.2923,2025-07-04
8561,146380,INF740KA1MD6,-,DSP Nifty Next 50 Index Fund - Regular Plan - Growth,26.4361,2025-07-04
8562,146383,INF740KA1ME4,INF740KA1MF1,DSP Nifty Next 50 Index Fund - Regular Plan - IDCW,22.7752,2025-07-04
8563,153348,INF740KA1VN6,-,DSP Nifty Private Bank Index Fund - Direct - Growth,11.5316,2025-07-04
8564,153345,INF740KA1VO4,INF740KA1VP1,DSP Nifty Private Bank Index Fund - Direct - IDCW,11.5316,2025-07-04
8565,153347,INF740KA1VK2,-,DSP Nifty Private Bank Index Fund - Regular - Growth,11.503,2025-07-04
8566,153346,INF740KA1VL0,INF740KA1VM8,DSP Nifty Private Bank Index Fund - Regular - IDCW,11.503,2025-07-04
8567,149970,INF740KA1QV9,-,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth,12.5673,2025-07-04
8568,149971,INF740KA1QW7,INF740KA1QX5,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW,12.5673,2025-07-04
8569,149968,INF740KA1QS5,-,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth,12.5042,2025-07-04
8570,149969,INF740KA1QT3,INF740KA1QU1,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW,12.5042,2025-07-04
8571,151373,INF740KA1SH4,-,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth,12.1712,2025-07-04
8572,151371,INF740KA1SI2,INF740KA1SJ0,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW,12.1712,2025-07-04
8573,151370,INF740KA1SE1,-,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth,12.1189,2025-07-04
8574,151372,INF740KA1SF8,INF740KA1SG6,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW,12.1189,2025-07-04
8575,152243,INF740KA1TW1,-,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth,12.3263,2025-07-04
8576,152244,INF740KA1TX9,INF740KA1TY7,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW,12.3263,2025-07-04
8577,152245,INF740KA1TT7,-,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth,12.1959,2025-07-04
8578,152242,INF740KA1TU5,INF740KA1TV3,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW,11.534,2025-07-04
8579,152814,INF740KA1UQ1,-,DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth,10.2641,2025-07-04
8580,152813,INF740KA1UP3,-,DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth,10.2041,2025-07-04
8582,153497,INF754K01UX2,-,Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth,10.8167,2025-07-04
8583,153494,INF754K01UY0,INF754K01UZ7,Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW,10.8167,2025-07-04
8584,153495,INF754K01VB6,-,Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth,10.8055,2025-07-04
8585,153496,INF754K01VC4,INF754K01VD2,Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW,10.8055,2025-07-04
8586,150671,INF754K01PF9,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth,13.0015,2025-07-04
8587,150722,INF754K01PG7,INF754K01PH5,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option,13.0015,2025-07-04
8588,150720,INF754K01PB8,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,12.9045,2025-07-04
8589,150721,INF754K01PC6,INF754K01PD4,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option,12.9048,2025-07-04
8590,150727,INF754K01PN3,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth,12.418,2025-07-04
8591,150770,INF754K01PO1,INF754K01PP8,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW,12.4175,2025-07-04
8592,150771,INF754K01PJ1,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth,12.3352,2025-07-04
8593,150772,INF754K01PK9,INF754K01PL7,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW,12.3356,2025-07-04
8594,150807,INF754K01PV6,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth,12.5296,2025-07-04
8595,150850,INF754K01PW4,INF754K01PX2,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW,12.5299,2025-07-04
8596,150848,INF754K01PR4,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth,12.443,2025-07-04
8597,150849,INF754K01PS2,INF754K01PT0,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW,12.443,2025-07-04
8598,151365,INF754K01RK5,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth,12.1715,2025-07-04
8599,151397,INF754K01RL3,INF754K01RM1,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW,12.1717,2025-07-04
8600,151398,INF754K01RG3,-,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth,12.0448,2025-07-04
8601,151399,INF754K01RH1,INF754K01RI9,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW,12.0458,2025-07-04
8602,153335,INF754K01UG7,-,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option,10.4153,2025-07-04
8603,153333,INF754K01UH5,INF754K01UI3,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option,10.4153,2025-07-04
8604,153334,INF754K01UK9,-,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option,10.4073,2025-07-04
8605,153336,INF754K01UL7,INF754K01UM5,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option,10.4073,2025-07-04
8606,153115,INF754K01TP0,-,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,10.609,2025-07-04
8607,153128,INF754K01TQ8,INF754K01TR6,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout,10.609,2025-07-04
8608,153130,INF754K01TT2,-,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,10.594,2025-07-04
8609,153129,INF754K01TU0,INF754K01TV8,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout,10.594,2025-07-04
8610,149945,INF754K01OH8,INF754K01OI6,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout,12.1665,2025-07-04
8611,149950,INF754K01OG0,-,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth,12.166,2025-07-04
8612,149947,INF754K01OD7,INF754K01OE5,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout,12.0893,2025-07-04
8613,149949,INF754K01OC9,-,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth,12.0889,2025-07-04
8614,148556,INF754K01LW3,INF754K01LX1,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option,20.2033,2025-07-03
8615,148558,INF754K01LS1,INF754K01LT9,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option,19.6688,2025-07-03
8616,148555,INF754K01LV5,-,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth,20.2033,2025-07-03
8617,148557,INF754K01LR3,-,Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth,19.6688,2025-07-03
8618,149254,INF754K01NJ6,-,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth,14.7532,2025-07-04
8619,149255,INF754K01NK4,INF754K01NL2,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW,14.5469,2025-07-04
8620,149256,INF754K01NF4,-,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,14.4102,2025-07-04
8621,149257,INF754K01NG2,INF754K01NH0,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW,14.4092,2025-07-04
8622,149250,INF754K01NB3,-,Edelweiss Nifty 50 Index Fund Direct Plan Growth,14.9095,2025-07-04
8623,149251,INF754K01NC1,INF754K01ND9,Edelweiss Nifty 50 Index Fund Direct Plan IDCW,14.7032,2025-07-04
8624,149252,INF754K01MX9,-,Edelweiss Nifty 50 Index Fund Regular Plan Growth,14.4503,2025-07-04
8625,149253,INF754K01MY7,INF754K01MZ4,Edelweiss Nifty 50 Index Fund Regular Plan IDCW,14.4501,2025-07-04
8626,152616,INF754K01SS6,-,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,10.1814,2025-07-04
8627,152619,INF754K01ST4,INF754K01SU2,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout,10.1814,2025-07-04
8628,152617,INF754K01SO5,-,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,10.0935,2025-07-04
8629,152618,INF754K01SP2,INF754K01SQ0,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout,10.0935,2025-07-04
8630,149343,INF754K01NR9,-,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth,17.1769,2025-07-04
8631,149339,INF754K01NS7,INF754K01NT5,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout,17.1769,2025-07-04
8632,149341,INF754K01NN8,-,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,16.7762,2025-07-04
8633,149342,INF754K01NO6,INF754K01NP3,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout,16.7754,2025-07-04
8634,150902,INF754K01QD2,-,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth,18.6993,2025-07-04
8635,150903,INF754K01QE0,INF754K01QF7,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW,18.7024,2025-07-04
8636,150900,INF754K01PZ7,-,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,18.3553,2025-07-04
8637,150901,INF754K01QA8,INF754K01QB6,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW,18.3554,2025-07-04
8638,150899,INF754K01QL5,-,Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth,15.8781,2025-07-04
8639,150896,INF754K01QM3,INF754K01QN1,Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW,15.8777,2025-07-04
8640,150897,INF754K01QH3,-,Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,15.5788,2025-07-04
8641,150898,INF754K01QI1,INF754K01QJ9,Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW,15.5788,2025-07-04
8642,148794,INF754K01MA7,INF754K01MB5,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option,12.9951,2025-07-04
8643,148795,INF754K01MD1,-,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,13.0959,2025-07-04
8644,148796,INF754K01ME9,INF754K01MF6,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option,13.0966,2025-07-04
8645,148797,INF754K01LZ6,-,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,12.9939,2025-07-04
8646,149246,INF754K01MU5,INF754K01MV3,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW,12.5361,2025-07-04
8647,149247,INF754K01MT7,-,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth,12.5378,2025-07-04
8648,149249,INF754K01MP5,-,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth,12.4486,2025-07-04
8649,149248,INF754K01MQ3,INF754K01MR1,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - IDCW,12.4492,2025-07-04
8650,150892,INF754K01QT8,-,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth,18.4271,2025-07-04
8651,150895,INF754K01QU6,INF754K01QV4,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,18.4276,2025-07-04
8652,150894,INF754K01QP6,-,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,18.1001,2025-07-04
8653,150893,INF754K01QQ4,INF754K01QR2,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,18.1,2025-07-04
8654,152985,INF754K01TN5,-,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth,9.5556,2025-07-04
8655,152982,INF754K01TG9,INF754K01TH7,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - IDCW - Payout,9.5556,2025-07-04
8656,152988,INF754K01TJ3,-,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth,9.5116,2025-07-04
8657,152983,INF754K01TK1,INF754K01TL9,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - IDCW - Payout,9.5116,2025-07-04
8659,118580,INF090I01GQ8,INF090I01GR6,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW,196.0125,2025-07-04
8660,100484,INF090I01890,-,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,205.0165,2025-07-04
8661,105067,INF090I01874,INF090I01882,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,185.7391,2025-07-04
8662,118581,INF090I01GS4,-,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,215.3376,2025-07-04
8664,153230,INF666M01JK4,-,Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,10.505,2025-07-04
8665,153231,INF666M01JL2,INF666M01JM0,Groww Nifty India Railways PSU Index Fund - Direct Plan - IDCW,10.5051,2025-07-04
8666,153232,INF666M01JN8,-,Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,10.4821,2025-07-04
8667,153233,INF666M01JO6,INF666M01JP3,Groww Nifty India Railways PSU Index Fund - Regular Plan - IDCW,10.4788,2025-07-04
8668,152636,INF666M01IF6,INF666M01IG4,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW,10.9787,2025-07-04
8669,152637,INF666M01IE9,-,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,10.9788,2025-07-04
8670,152635,INF666M01IC3,INF666M01ID1,Groww Nifty Non-Cyclical Consumer Index Fund - IDCW,10.9051,2025-07-04
8671,152633,INF666M01IB5,-,Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,10.9063,2025-07-04
8672,152431,INF666M01HY9,-,Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,11.8172,2025-07-04
8673,152436,INF666M01HZ6,INF666M01IA7,Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,11.8221,2025-07-04
8674,152433,INF666M01HV5,-,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth,11.7365,2025-07-04
8675,152434,INF666M01HW3,INF666M01HX1,Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW,11.7224,2025-07-04
8676,152092,INF666M01HM4,-,Groww Nifty Total Market Index Fund - Direct Plan - Growth,14.0808,2025-07-04
8677,152125,INF666M01HN2,INF666M01HO0,Groww Nifty Total Market Index Fund - Direct Plan - IDCW,14.0804,2025-07-04
8678,152127,INF666M01HJ0,-,Groww Nifty Total Market Index Fund - Regular Plan - Growth,13.907,2025-07-04
8679,152126,INF666M01HK8,INF666M01HL6,Groww Nifty Total Market Index Fund - Regular Plan - IDCW,13.9077,2025-07-04
8681,151729,INF179KC1GH7,-,HDFC BSE 500 Index Fund - Regular Plan - Growth Option,15.6421,2025-07-04
8682,151728,INF179KC1GG9,-,HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan,15.8514,2025-07-04
8683,119065,INF179K01WN9,-,HDFC BSE Sensex Index Fund - Direct Plan,790.8048,2025-07-04
8684,101281,INF179K01LA9,-,HDFC BSE Sensex Index Fund - Growth Plan,772.1541,2025-07-04
8685,153517,INF179KC1JK5,-,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan,10.127,2025-07-04
8686,153518,INF179KC1JJ7,-,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan,10.124,2025-07-04
8687,149870,INF179KC1CA1,-,HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,16.7385,2025-07-04
8688,149871,INF179KC1CB9,-,HDFC Nifty 100 Equal Weight Index Fund - Growth Option,16.4707,2025-07-04
8689,149868,INF179KC1BY3,-,HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option,15.4232,2025-07-04
8690,149869,INF179KC1BZ0,-,HDFC NIFTY 100 Index Fund - Growth Option,15.1643,2025-07-04
8691,119063,INF179K01WM1,-,HDFC Nifty 50 Index Fund - Direct Plan,246.4609,2025-07-04
8692,101525,INF179K01KZ8,-,HDFC Nifty 50 Index Fund - Growth Plan,241.1047,2025-07-04
8693,151496,INF179KC1FR8,-,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option,12.2725,2025-07-04
8694,151495,INF179KC1FQ0,-,HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,12.3188,2025-07-04
8695,150844,INF179KC1EG4,-,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option,12.1955,2025-07-04
8696,150845,INF179KC1EE9,-,HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan,12.245,2025-07-04
8697,150846,INF179KC1EI0,-,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option,12.6399,2025-07-04
8698,150847,INF179KC1EH2,-,HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan,12.695,2025-07-04
8699,151180,INF179KC1EK6,-,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option,12.1787,2025-07-04
8700,151181,INF179KC1EJ8,-,HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,12.227,2025-07-04
8701,151490,INF179KC1FT4,-,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option,12.5219,2025-07-04
8702,151489,INF179KC1FS6,-,HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,12.577,2025-07-04
8703,151182,INF179KC1EM2,-,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option,12.5483,2025-07-04
8704,151183,INF179KC1EL4,-,HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,12.6041,2025-07-04
8705,153097,INF179KC1JB4,-,HDFC Nifty India Digital Index Fund - Growth Option - Direct,9.2333,2025-07-04
8706,153096,INF179KC1JA6,-,HDFC Nifty India Digital Index Fund - Growth Option - Regular,9.2076,2025-07-04
8707,152890,INF179KC1IP6,-,HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option,10.0209,2025-07-04
8708,152889,INF179KC1IQ4,-,HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct,10.0572,2025-07-04
8709,151725,INF179KC1GD6,-,HDFC NIFTY Midcap 150 Index Fund - Growth Option,18.4745,2025-07-04
8710,151724,INF179KC1GC8,-,HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,18.7185,2025-07-04
8711,149288,INF179KC1BQ9,-,HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,16.1136,2025-07-04
8712,149287,INF179KC1BR7,-,HDFC NIFTY Next 50 Index Fund - Growth Option,15.8521,2025-07-04
8713,152522,INF179KC1ID2,-,HDFC NIFTY Reality Index Fund - Regular Plan,10.8378,2025-07-04
8714,152521,INF179KC1IE0,-,HDFC NIFTY Realty Index Fund - Direct Plan,10.9057,2025-07-04
8715,151455,INF179KC1FJ5,-,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option,12.0053,2025-07-04
8716,151456,INF179KC1FI7,-,HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,12.0505,2025-07-04
8717,151571,INF179KC1GB0,-,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option,11.9555,2025-07-04
8718,151570,INF179KC1GA2,-,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,11.9961,2025-07-04
8719,151726,INF179KC1GF1,-,HDFC NIFTY Smallcap 250 Index Fund - Growth Option,19.0715,2025-07-04
8720,151727,INF179KC1GE4,-,HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,19.3204,2025-07-04
8721,153405,INF179KC1JI9,-,HDFC Nifty Top 20 Equal Weight Index Fund - Direct,10.6001,2025-07-04
8722,153404,INF179KC1JH1,-,HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth,10.5835,2025-07-04
8723,152713,INF179KC1IM3,HDFCNIVODG,HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan,10.4517,2025-07-04
8724,152714,INF179KC1IL5,-,HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,10.3994,2025-07-04
8725,153264,INF179KC1JF5,-,HDFC Nifty100 Quality 30 Index Fund - Direct Plan,10.8738,2025-07-04
8726,153265,INF179KC1JE8,-,HDFC Nifty100 Quality 30 Index Fund - Regular Plan,10.8543,2025-07-04
8727,152430,INF179KC1IC4,-,HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan,10.5433,2025-07-04
8728,152429,INF179KC1IB6,-,HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,10.4737,2025-07-04
8729,149107,INF179KC1BM8,-,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,17.9936,2025-07-04
8730,149106,INF179KC1BN6,-,HDFC NIFTY50 Equal weight Index Fund - Growth Option,17.631,2025-07-04
8731,152778,INF179KC1IO9,-,HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan,10.0752,2025-07-04
8732,152779,INF179KC1IN1,-,HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan,10.0324,2025-07-04
8734,149966,INF336L01QH7,-,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,12.5702,2025-07-04
8735,149962,INF336L01QI5,INF336L01QJ3,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW,12.5702,2025-07-04
8736,149963,INF336L01QK1,-,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth,12.4884,2025-07-04
8737,149964,INF336L01QL9,INF336L01QM7,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW,12.4883,2025-07-04
8738,151479,INF336L01QT2,-,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,12.0075,2025-07-04
8739,151482,INF336L01QU0,INF336L01QV8,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW,12.0077,2025-07-04
8740,151480,INF336L01QW6,-,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth,11.9316,2025-07-04
8741,151481,INF336L01QX4,INF336L01QY2,HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW,11.9317,2025-07-04
8742,151157,INF917K01D12,-,HSBC NIFTY 50 INDEX FUND - Direct Growth,29.8102,2025-07-04
8743,151156,INF917K01C96,INF917K01D04,HSBC NIFTY 50 INDEX FUND - Direct IDCW,29.8101,2025-07-04
8744,151158,INF917K01D38,-,HSBC NIFTY 50 INDEX FUND - Regular Growth,29.3049,2025-07-04
8745,151159,INF917K01D20,INF917K01D46,HSBC NIFTY 50 INDEX FUND - Regular IDCW,29.3049,2025-07-04
8746,151160,INF917K01D79,-,HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth,29.9598,2025-07-04
8747,151163,INF917K01D53,INF917K01D61,HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW,29.9599,2025-07-04
8748,151162,INF917K01D95,-,HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth,29.267,2025-07-04
8749,151161,INF917K01D87,INF917K01E03,HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW,29.2672,2025-07-04
8751,141839,INF109KB17W7,-,ICICI Prudential BSE Sensex Index Fund - Cumulative Option,27.2451,2025-07-04
8752,141841,INF109KB10X0,-,ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option,27.5934,2025-07-04
8753,141842,INF109KB12X6,-,ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option,27.5931,2025-07-04
8754,141840,INF109KB19W3,-,ICICI Prudential BSE Sensex Index Fund - IDCW Option,27.2459,2025-07-04
